 CCCS Cloud Security Control Recommendations (31-May-2019),,,,,,,CSP Full Stack,CSP,,Client,,CDS Supplemental Attributes,,
CM-3,Configuration Change Control ,Operational,Configuration Change Control,"(A)	The organization determines the types of changes to the information system that are configuration-controlled.
(B)	The organization reviews proposed configuration-controlled changes to the information system and approves or disapproves such changes with explicit consideration for security impact analyses.
(C)	The organization documents configuration change decisions associated with the information system.
(D)	The organization implements approved configuration-controlled changes to the information system.
(E)	The organization retains records of configuration-controlled changes to the information system for at least 90 days.
(F)	The organization audits and reviews activities associated with configuration-controlled changes to the information system.
(G)	The organization coordinates and provides oversight for configuration change control activities through a central communication process that includes organizational governance bodies that convenes at least annually.","Configuration change controls for organizational information systems involve the systematic proposal, justification, implementation, testing, review, and disposition of changes to the systems, including system upgrades and modifications. Configuration change control includes changes to baseline configurations for components and configuration items of information systems, changes to configuration settings for information technology products (e.g., operating systems, applications, firewalls, routers, and mobile devices), unscheduled/unauthorized changes, and changes to remediate vulnerabilities. Typical processes for managing configuration changes to information systems include, for example, Configuration Control Boards that approve proposed changes to systems. For new development information systems or systems undergoing major upgrades, organizations consider including representatives from development organizations on the Configuration Control Boards. Auditing of changes includes activities before and after changes are made to organizational information systems and the auditing activities required to implement such changes. Related controls: CA-7, CM-2, CM-4, CM-5, CM-6, CM-9, SA-10, SI-2, SI-12",X,X,X,X,X,,X,,P1
CM-3(4)	,Configuration Change Control ,Operational,Configuration Change Control | Security Representative,"	CONFIGURATION CHANGE CONTROL | SECURITY REPRESENTATIVE
The organization requires an information security representative to be a member of the organization-defined configuration change control element.","Information security representatives can include, for example, senior agency information security officers, information system security officers, or information system security managers. Representation by personnel with information security expertise is important because changes to information system configurations can have unintended side effects, some of which may be security-relevant. Detecting such changes early in the process can help avoid unintended, negative consequences that could ultimately affect the security state of organizational information systems. The configuration change control element in this control enhancement reflects the change control elements defined by organizations in CM-3.",X,X,X,X,X,,X,,P2
CM-3(6)	,Configuration Change Control ,Operational,Configuration Change Control | Cryptography Management,"	CONFIGURATION CHANGE CONTROL | CRYPTOGRAPHY MANAGEMENT
The organization ensures that cryptographic mechanisms used to provide any cryptographic-based safeguards are under configuration management.","Regardless of the cryptographic means employed (e.g., public key, private key, shared secrets), organizations ensure that there are processes and procedures in place to effectively manage those means. For example, if devices use certificates as a basis for identification and authentication, there needs to be a process in place to address the expiration of those certificates. Related control: SC-13.",X,X,X,X,X,X,X,,P2
CM-4,Security Impact Analysis,Operational,Security Impact Analysis,(A)	The organization analyzes changes to the information system to determine potential security impacts prior to change implementation.,"Organizational personnel with information security responsibilities (e.g., Information System Administrators, Information System Security Officers, Information System Security Managers, and Information System Security Engineers) conduct security impact analyses. Individuals conducting security impact analyses possess the necessary skills/technical expertise to analyze the changes to information systems and the associated security ramifications. Security impact analysis may include, for example, reviewing security plans to understand security control requirements and reviewing system design documentation to understand control implementation and how specific changes might affect the controls. Security impact analyses may also include assessments of risk to better understand the impact of the changes and to determine if additional security controls are required. Security impact analyses are scaled in accordance with the security categories of the information systems. Related controls: CA-2, CA-7, CM-3, CM-9, SA-4, SA-5, SA-10, SI-2",X,X,X,X,X,,X,,P3
CM-5,Access Restrictions for Change ,Operational,Access Restrictions for Change,"(A)	The organization defines, documents, approves, and enforces physical and logical access restrictions associated with changes to the information system.","Any changes to the hardware, software, and/or firmware components of information systems can potentially have significant effects on the overall security of the systems. Therefore, organizations permit only qualified and authorized individuals to access information systems for purposes of initiating changes, including upgrades and modifications. Organizations maintain records of access to ensure that configuration change control is implemented and to support after-the-fact actions should organizations discover any unauthorized changes. Access restrictions for change also include software libraries. Access restrictions include, for example, physical and logical access controls (see AC-3 and PE-3), workflow automation, media libraries, abstract layers (e.g., changes implemented into third-party interfaces rather than directly into information systems), and change windows (e.g., changes occur only during specified times, making unauthorized changes easy to discover). Related controls: AC-3, AC-6, PE-3",X,X,X,X,X,,X,,P1
CM-5(1)	,Access Restrictions for Change ,Operational,Access Restrictions for Change | Automated Access Enforcement / Auditing,"	ACCESS RESTRICTIONS FOR CHANGE | AUTOMATED ACCESS ENFORCEMENT / AUDITING
The information system enforces access restrictions and supports auditing of the enforcement actions.","Related controls: AU-2, AU-12, AU-6, CM-3, and CM-6.",X,X,X,X,X,,X,,P2
CM-5(5)	,Access Restrictions for Change ,Operational,Access Restrictions for Change | Limit Production / Operational Privileges,"	ACCESS RESTRICTIONS FOR CHANGE | LIMIT PRODUCTION / OPERATIONAL PRIVILEGES
(a)	The organization limits privileges to change information system components and system-related information within a production or operational environment; and
(b)	The organization reviews and re-evaluates privileges at least quarterly.","In many organizations, information systems support multiple core missions/business functions. Limiting privileges to change information system components with respect to operational systems is necessary because changes to a particular information system component may have far-reaching effects on mission/business processes supported by the system where the component resides. The complex, many-to-many relationships between systems and mission/business processes are in some cases, unknown to developers. Related control: AC-2.",X,X,X,X,X,,X,,P2
CM-5(6)	,Access Restrictions for Change ,Operational,Access Restrictions for Change | Limit Library Privileges,"	ACCESS RESTRICTIONS FOR CHANGE | LIMIT LIBRARY PRIVILEGES
The organization limits privileges to change software resident within software libraries.",Software libraries include privileged programs. Related control: AC-2.,X,X,X,X,X,,X,,P2
CM-6,Configuration Settings ,Operational,Configuration Settings,"(A)	The organization establishes and documents configuration settings for information technology products employed within the information system using checklists from one or more of the following 
Center for Internet Security (CIS), National Institute of Standards and Technology  (NIST), Defense Information Systems Agency (DISA) that reflect the most restrictive mode consistent with operational requirements.
(B)	The organization implements the configuration settings.
(C)	The organization identifies, documents, and approves any deviations from established configuration settings for any configurable infomation system components.
(D)	The organization monitors and controls changes to the configuration settings in accordance with organizational policies and procedures.","Configuration settings are the set of parameters that can be changed in hardware, software, or firmware components of the information system that affect the security posture and/or functionality of the system. Information technology products for which security-related configuration settings can be defined include, for example, mainframe computers, servers (e.g., database, electronic mail, authentication, web, proxy, file, domain name), workstations, input/output devices (e.g., scanners, copiers, and printers), network components (e.g., firewalls, routers, gateways, voice and data switches, wireless access points, network appliances, sensors), operating systems, middleware, and applications. Security-related parameters are those parameters impacting the security state of information systems including the parameters required to satisfy other security control requirements. Security-related parameters include, for example: (i) registry settings; (ii) account, file, directory permission settings; and (iii) settings for functions, ports, protocols, services, and remote connections. Organizations establish organization-wide configuration settings and subsequently derive specific settings for information systems. The established settings become part of the systems configuration baselineCommon secure configurations (also referred to as security configuration checklists, lockdown and hardening guides, security reference guides, security technical implementation guides (STIG)) provide recognized, standardized, and established benchmarks that stipulate secure configuration settings for specific information technology platforms/products and instructions for configuring those information system components to meet operational requirements. Common secure configurations can be developed by a variety of organizations including, for example, information technology product developers, manufacturers, vendors, consortia, academia, industry, federal government organizations, and others in the public and private sectors. The Security Content Automation Protocol (SCAP) and the defined standards within the protocol (e.g., Common Configuration Enumeration) provide an effective method to uniquely identify, track, and control configuration settings. Related controls: AC-19, CM-2, CM-3, CM-7, SI-4.",X,X,X,X,X,,X,,P1
CM-6(1)	,Configuration Settings ,Operational,Configuration Settings | Automated Central Management / Application / Verification,"	CONFIGURATION SETTINGS | AUTOMATED CENTRAL MANAGEMENT / APPLICATION / VERIFICATION
The organization employs automated mechanisms to centrally manage, apply, and verify configuration settings for organization-defined information system components.","Related controls: CA-7, CM-4.",X,X,X,X,X,,,X,P2
CM-6(2)	,Configuration Settings ,Operational,Configuration Settings | Respond to Unauthorized Changes,"	CONFIGURATION SETTINGS | RESPOND TO UNAUTHORIZED CHANGES
The organization employs organization-defined security safeguards to respond to unauthorized changes to organization-defined configuration settings.","Responses to unauthorized changes to configuration settings can include, for example, alerting designated organizational personnel, restoring established configuration settings, or in extreme cases, halting affected information system processing. Related controls: IR-4, SI-7.",X,X,X,X,X,,X,,P2
CM-7,Least Functionality,Operational,Least Functionality,"(A)	The organization configures the information system to provide only essential capabilities.
(B)	The organization prohibits or restricts the use of identified functions, ports, protocols, and/or services following one or more standards from Center for Internet Security (CIS), National Institute of Standards and Technology  (NIST), or Defense Information Systems Agency (DISA).","Information systems can provide a wide variety of functions and services. Some of the functions and services, provided by default, may not be necessary to support essential organizational operations (e.g., key missions, functions). Additionally, it is sometimes convenient to provide multiple services from single information system components, but doing so increases risk over limiting the services provided by any one component. Where feasible, organizations limit component functionality to a single function per device (e.g., email servers or web servers, but not both). Organizations review functions and services provided by information systems or individual components of information systems, to determine which functions and services are candidates for elimination (e.g., Voice over Internet Protocol (VoIP), Instant Messaging, auto-execute, and file sharing). Organizations consider disabling unused or unnecessary physical and logical ports/protocols (e.g., USB, FTP, IPv6, HTTP) on information systems to prevent unauthorized connection of devices, unauthorized transfer of information, or unauthorized tunnelling. Organizations can utilize network scanning tools, intrusion detection and prevention systems, and end-point protections such as firewalls and host-based intrusion detection systems to identify and prevent the use of prohibited functions, ports, protocols, and services. Related controls: AC-6, CM-2, RA-5, SA-5, SC-7",X,X,X,X,X,,X,,P1
CM-7(1)	,Least Functionality,Operational,Least Functionality | Periodic Review,"	LEAST FUNCTIONALITY | PERIODIC REVIEW
The organization reviews the information system at least annually to identify unnecessary and/or non-secure functions, ports, protocols, and services; and
The organization disables all functions, ports, protocols, and services within the information system deemed to be unnecessary and/or nonsecure.","The organization can either make a determination of the relative security of the function, port, protocol, and/or service or base the security decision on the assessment of other entities. Bluetooth, FTP, and peer-to-peer networking are examples of less than secure protocols. Related controls: AC-18, CM-7, IA-2.",X,X,X,X,X,,X,,P2
CM-7(5)	,Least Functionality,Operational,Least Functionality | Authorized Software / Whitelisting,"	LEAST FUNCTIONALITY | AUTHORIZED SOFTWARE / WHITELISTING
(a)	The organization identifie authorized software programs in baseline configuration and information system component inventory;
(b)	The organization employs a deny-all, permit-by-exception policy to allow the execution of authorized software programs on the information system; and
(c)	The organization reviews and updates the list of authorized software programs at least annually or when there is a change.","The process used to identify software programs that are authorized to execute on organizational information systems is commonly referred to as whitelisting. In addition to whitelisting, organizations consider verifying the integrity of white-listed software programs using, for example, cryptographic checksums, digital signatures, or hash functions. Verification of white-listed software can occur either prior to execution or at system start-up. Related controls: CM-2, CM-6, CM-8, SA-10, SC-34, SI-7",X,X,X,X,X,,X,,P1
CM-8,Information System Component Inventory ,Operational,Information System Component Inventory,"(A)	The organization develops and documents an inventory of information system components that accurately reflects the current information system.
(B)	The organization develops and documents an inventory of information system components that includes all components within the authorization boundary of the information system.
(C)	The organization develops and documents an inventory of information system components that is at the level of granularity deemed necessary for tracking and reporting.
(D)	The organization develops and documents an inventory of information system components that includes unique asset identifier, NetBIOS name, baseline configuration name, OS Name, OS Version, system owner information.
(E)	The organization reviews and updates the information system component inventory at least monthly.","Organizations may choose to implement centralized information system component inventories that include components from all organizational information systems. In such situations, organizations ensure that the resulting inventories include system-specific information required for proper component accountability (e.g., information system association, information system owner). Information deemed necessary for effective accountability of information system components includes, for example, hardware inventory specifications, software license information, software version numbers, component owners, and for networked components or devices, machine names and network addresses. Inventory specifications include, for example, manufacturer, device type, model, serial number, and physical location. Related controls: CM-2, CM-6.",X,X,X,X,X,,X,,P1
CM-8(1)	,Information System Component Inventory ,Operational,Information System Component Inventory | Updates During Installations  / Removals,"	INFORMATION SYSTEM COMPONENT INVENTORY | UPDATES DURING INSTALLATIONS / REMOVALS
The organization updates the inventory of information system components as an integral part of component installations, removals, and information system updates.",,X,X,X,X,X,,X,,P2
CM-8(2)	,Information System Component Inventory ,Operational,Information System Component Inventory | Automated Maintenance,"	INFORMATION SYSTEM COMPONENT INVENTORY | AUTOMATED MAINTENANCE
The organization employs automated mechanisms to help maintain an up-to-date, complete, accurate, and readily available inventory of information system components.","Organizations maintain information system inventories to the extent feasible. Virtual machines, for example, can be difficult to monitor because such machines are not visible to the network when not in use. In such cases, organizations maintain as up-to-date, complete, and accurate an inventory as is deemed reasonable. This control enhancement can be satisfied by the implementation of CM-2 (2) for organizations that choose to combine information system component inventory and baseline configuration activities. Related control: SI-7.",X,X,X,X,X,,X,,P2
CM-8(3)	,Information System Component Inventory ,Operational,Information System Component Inventory | Automated Unauthorized Component Detection,"	INFORMATION SYSTEM COMPONENT INVENTORY | AUTOMATED UNAUTHORIZED COMPONENT DETECTION
(a)	The organization employs automated mechanisms continuously, using automated mechanisms with a maximum five-minute delay in detectionto detect the presence of unauthorized hardware, software, and firmware components within the information system; and
(b)	The organization takes the organization-defined actions when unauthorized components are detected such as disables network access by such components; isolates the components; notifies organization-defined personnel or roles.","This control enhancement is applied in addition to the monitoring for unauthorized remote connections and mobile devices. Monitoring for unauthorized system components may be accomplished on an ongoing basis or by the periodic scanning of systems for that purpose. Automated mechanisms can be implemented within information systems or in other separate devices. Isolation can be achieved, for example, by placing unauthorized information system components in separate domains or subnets or otherwise quarantining such components. This type of component isolation is commonly referred to as sandboxing. Related controls: AC-17, AC-18, AC-19, CA-7, SI-3, SI-4, SI-7, RA-5.",X,X,X,X,X,,X,,P2
CM-8(5)	,Information System Component Inventory ,Operational,Information System Component Inventory | No Duplicate Accounting of Components,"	INFORMATION SYSTEM COMPONENT INVENTORY | NO DUPLICATE ACCOUNTING OF COMPONENTS
The organization verifies that all components within the authorization boundary of the information system are not duplicated in other information system component inventories.",This control enhancement addresses the potential problem of duplicate accounting of information system components in large or complex interconnected systems.,X,X,X,X,X,,X,,P2
CM-9,Configuration Management Plan ,Operational,Configuration Management Plan,"(A)	The organization develops, documents, and implements a configuration management plan for the information system that addresses roles, responsibilities, and configuration management processes and procedures.
(B)	The organization develops, documents, and implements a configuration management plan for the information system that establishes a process for identifying configuration items throughout the system development life cycle and for managing the configuration of the configuration items.
(C)	The organization develops, documents, and implements a configuration management plan for the information system that defines the configuration items for the information system and places the configuration items under configuration management; and
(D)	The organization develops, documents, and implements a configuration management plan for the information system that protects the configuration management plan from unauthorized disclosure and modification.","Configuration management plans satisfy the requirements in configuration management policies while being tailored to individual information systems. Such plans define detailed processes and procedures for how configuration management is used to support system development life cycle activities at the information system level. Configuration management plans are typically developed during the development/acquisition phase of the system development life cycle. The plans describe how to move changes through change management processes, how to update configuration settings and baselines, how to maintain information system component inventories, how to control development, test, and operational environments, and how to develop, release, and update key documents. Organizations can employ templates to help ensure consistent and timely development and implementation of configuration management plans. Such templates can represent a master configuration management plan for the organization at large with subsets of the plan implemented on a system by system basis. Configuration management approval processes include designation of key management stakeholders responsible for reviewing and approving proposed changes to information systems, and personnel that conduct security impact analyses prior to the implementation of changes to the systems. Configuration items are the information system items (hardware, software, firmware, and documentation) to be configuration-managed. As information systems continue through the system development life cycle, new configuration items may be identified and some existing configuration items may no longer need to be under configuration control. Related controls: CM-2, CM-3, CM-4, CM-5, CM-8, SA-10",X,X,X,X,X,,X,,P1
CM-10,Software Usage Restrictions ,Operational,Software Usage Restrictions,"(A)	The organization uses software and associated documentation in accordance with contract agreements and copyright laws.
(B)	The organization tracks the use of software and associated documentation protected by quantity licenses to control copying and distribution.
(C)	The organization controls and documents the use of peer-to-peer file sharing technology to ensure that this capability is not used for the unauthorized distribution, display, performance, or reproduction of copyrighted work.","Software license tracking can be accomplished by manual methods (e.g., simple spreadsheets) or automated methods (e.g., specialized tracking applications) depending on organizational needs. Related controls: AC-17, CM-8, SC-7",X,X,X,X,X,X,X,,P2
CM-10(1)	,Software Usage Restrictions ,Operational,Software Usage Restrictions | Open Source Software,"	SOFTWARE USAGE RESTRICTIONS | OPEN SOURCE SOFTWARE
The organization establishes organization-defined restrictions on the use of open source software.","Open source software refers to software that is available in source code form. Certain software rights normally reserved for copyright holders are routinely provided under software license agreements that permit individuals to study, change, and improve the software. From a security perspective, the major advantage of open source software is that it provides organizations with the ability to examine the source code. However, there are also various licensing issues associated with open source software including, for example, the constraints on derivative use of such software.",X,X,X,X,X,X,X,,P3
CM-11,User Installed Software ,Operational,User-Installed Software,"(A)	The organization establishes organization-defined policies governing the installation of software by users.
(B)	The organization enforces software installation policies through  organization-defined methods.
(C)	The organization monitors policy compliance continuously via 7(5).","If provided the necessary privileges, users have the ability to install software in organizational information systems. To maintain control over the types of software installed, organizations identify permitted and prohibited actions regarding software installation. Permitted software installations may include, for example, updates and security patches to existing software and downloading applications from organization-approved “app stores.” Prohibited software installations may include, for example, software with unknown or suspect pedigrees or software that organizations consider potentially malicious. The policies organizations select governing user-installed software may be organization-developed or provided by some external entity. Policy enforcement methods include procedural methods (e.g., periodic examination of user accounts), automated methods (e.g., configuration settings implemented on organizational information systems), or both. Related controls: AC-3, CM-2, CM-3, CM-5, CM-6, CM-7, PL-4",X,X,X,X,X,,X,,P2
CP-1,Contingency Planning Policy and Procedures,Operational,Contingency Planning Policy and Procedures,"(A) The organization develops, documents, and disseminates to personnel or roles with contingency planning responsibilities:
(a) A contingency planning policy that addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and
(b) Procedures to facilitate the implementation of the contingency planning policy and associated contingency planning controls.
(B) The organization reviews and updates the current:
(a) Contingency planning policy at least every 3 years; and
(b) Contingency planning procedures at least annually.
(AA) The organization develops an audit cycle for the contingency plan program as the basis of regular reporting.
","This control is intended to produce the policy and procedures that are required for the effective implementation of selected security controls and control enhancements in the contingency planning family. The contingency planning policy and procedures are consistent with organizational policies, directive, and standards. Existing organizational policies and procedures may make additional specific policies and procedures unnecessary. The contingency planning policy can be included as part of the general information security policy for the organization. Contingency planning procedures can be developed for the security program in general and for a particular information system, when required. The organizational risk management strategy is a key factor in the development of the contingency planning policy.",X,X,X,X,X,X,X,,P1
CP-2,Contingency Plan ,Operational,Contingency Plan,"(A)	The organization develops a contingency plan for the information system that:
(a)	Identifies essential missions and business functions and associated contingency requirements;
(b)	Provides recovery objectives, restoration priorities, and metrics;
(c)	Addresses contingency roles, responsibilities, and assigned individuals with contact information;
(d)	Addresses maintaining essential missions and business functions despite an information system disruption, compromise, or failure; 
(e)	Addresses eventual, full information system restoration without deterioration of the security safeguards originally planned and implemented; and
(f)	Is reviewed and approved by organization-defined personnel or roles.
(B)	The organization distributes copies of the contingency plan to key personnel or roles and organizational elements identified in the contingency plan.
(C)	The organization coordinates contingency planning activities with incident handling activities.
(D)	The organization reviews the contingency plan for the information system at least annually.
(E)	The organization updates the contingency plan to address changes to the organization, information system, or environment of operation and problems encountered during contingency plan implementation, execution, or testing.
(F)	The organization communicates contingency plan changes to key personnel or roles and organizational elements identified in the contingency plan.
(G)	The organization protects the contingency plan from unauthorized disclosure and modification.","Contingency planning for information systems is part of an overall organizational program for achieving continuity of operations for mission/business functions. Contingency planning addresses both information system restoration and implementation of alternative mission/business processes when systems are compromised. The effectiveness of contingency planning is maximized by considering such planning throughout the phases of the system development life cycle. Performing contingency planning on hardware, software, and firmware development can be an effective means of achieving information system resiliency. Contingency plans reflect the degree of restoration required for organizational information systems since not all systems may need to fully recover to achieve the level of continuity of operations desired. Information system recovery objectives reflect applicable organizational policies, directives and standards. In addition to information system availability, contingency plans also address other security-related events resulting in a reduction in mission and/or business effectiveness, such as malicious attacks compromising the confidentiality or integrity of information systems. Actions addressed in contingency plans include, for example, orderly/graceful degradation, information system shutdown, fallback to a manual mode, alternate information flows, and operating in modes reserved for when systems are under attack. By closely coordinating contingency planning with incident handling activities, organizations can ensure that the necessary contingency planning activities are in place and activated in the event of a security incident. Related controls: AC-14, CP-6, CP-7, CP-8, CP-9, CP-10, IR-4, IR-8, MP-2, MP-4, MP-5.",X,X,X,X,X,X,X,,P3
CP-2(1)	,Contingency Plan ,Operational,Contingency Plan | Coordinate with Related Plans,"	CONTINGENCY PLAN | COORDINATE WITH RELATED PLANS
The organization coordinates contingency plan development with organizational elements responsible for related plans.","Plans related to contingency plans for organizational information systems include, for example, Business Continuity Plans, Disaster Recovery Plans, Continuity of Operations Plans, Crisis Communications Plans, Critical Infrastructure Plans, Cyber Incident Response Plans, Insider Threat Implementation Plan, and Occupant Emergency Plans.",X,X,X,X,X,X,X,,P3
CP-2(2)	,Contingency Plan ,Operational,Contingency Plan | Capacity Planning,"	CONTINGENCY PLAN | CAPACITY PLANNING
The organization conducts capacity planning so that necessary capacity for information processing, telecommunications, and environmental support exists during contingency operations.","Capacity planning is needed because different types of threats (e.g., natural disasters, targeted cyber-attacks) can result in a reduction of the available processing, telecommunications, and support services originally intended to support the organizational missions/business functions. Organizations may need to anticipate degraded operations during contingency operations and factor such degradation into capacity planning.",X,X,X,X,X,X,X,,P3
CP-2(3)	,Contingency Plan ,Operational,Contingency Plan | Resume Essential Missions / Business Functions,"	CONTINGENCY PLAN | RESUME ESSENTIAL MISSIONS / BUSINESS FUNCTIONS
The organization plans for the resumption of essential missions and business functions within 24 hours of contingency plan activation.","Organizations may choose to carry out the contingency planning activities in this control enhancement as part of organizational business continuity planning including, for example, as part of business impact analyses. The time period for resumption of essential missions/business functions may be dependent on the severity/extent of disruptions to the information system and its supporting infrastructure. Related control: PE-12.",X,X,X,X,X,X,X,,P3
CP-2(4)	,Contingency Plan ,Operational,Contingency Plan | Resume All Missions / Business Functions,"	CONTINGENCY PLAN | RESUME ALL MISSIONS / BUSINESS FUNCTIONS
The organization plans for the resumption of all missions and business functions within  organization-defined time period of contingency plan activation.","Organizations may choose to carry out the contingency planning activities in this control enhancement as part of organizational business continuity planning including, for example, as part of business impact analyses. The time period for resumption of all missions/business functions may be dependent on the severity/extent of disruptions to the information system and its supporting infrastructure. Related control: PE-12.",X,,,,X,X,X,,P3
CP-2(5)	,Contingency Plan ,Operational,Contingency Plan | Continue Essential Missions / Business Functions,"	CONTINGENCY PLAN | CONTINUE ESSENTIAL MISSIONS / BUSINESS FUNCTIONS
The organization plans for the continuance of essential missions and business functions with little or no loss of operational continuity and sustains that continuity until full information system restoration at primary processing and/or storage sites.","Organizations may choose to carry out the contingency planning activities in this control enhancement as part of organizational business continuity planning including, for example, as part of business impact analyses. Primary processing and/or storage sites defined by organizations as part of contingency planning may change depending on the circumstances associated with the contingency (e.g., backup sites may become primary sites). Related control: PE-12.",X,,,,X,X,X,,P3
CP-2(6)	,Contingency Plan ,Operational,Contingency Plan | Alternate Processing / Storage Site,"	CONTINGENCY PLAN | ALTERNATE PROCESSING / STORAGE SITE
The organization plans for the transfer of essential missions and business functions to alternate processing and/or storage sites with little or no loss of operational continuity and sustains that continuity through information system restoration to primary processing and/or storage sites.","Organizations may choose to carry out the contingency planning activities in this control enhancement as part of organizational business continuity planning including, for example, as part of business impact analyses. Primary processing and/or storage sites defined by organizations as part of contingency planning may change depending on the circumstances associated with the contingency (e.g., backup sites may become primary sites). Related control: PE-12.",X,,,,X,X,X,,P3
CP-2(8)	,Contingency Plan ,Operational,Contingency Plan | Identify Critical Assets,"	CONTINGENCY PLAN | IDENTIFY CRITICAL ASSETS
The organization identifies critical information system assets supporting essential missions and business functions.","Organizations may choose to carry out the contingency planning activities in this control enhancement as part of organizational business continuity planning including, for example, as part of business impact analyses. Organizations identify critical information system assets so that additional safeguards and countermeasures can be employed (above and beyond those safeguards and countermeasures routinely implemented) to help ensure that organizational missions/business functions can continue to be conducted during contingency operations. In addition, the identification of critical information assets facilitates the prioritization of organizational resources. Critical information system assets include technical and operational aspects. Technical aspects include, for example, information technology services, information system components, information technology products, and mechanisms. Operational aspects include, for example, procedures (manually executed operations) and personnel (individuals operating technical safeguards and/or executing manual procedures). Organizational program protection plans can provide assistance in identifying critical assets. Related controls: SA-14, SA-15.",X,X,X,X,X,X,X,,P3
CP-3,Contingency Training,Operational,Contingency Training,"(A)	The organization provides contingency training to information system users consistent with assigned roles and responsibilities within 10 days of assuming a contingency role or responsibility.
(B)	The organization provides contingency training to information system users consistent with assigned roles and responsibilities when required by information system changes.
(C)	The organization provides contingency training to information system users consistent with assigned roles and responsibilities at least annually.","Contingency training provided by organizations is linked to the assigned roles and responsibilities of organizational personnel to ensure that the appropriate content and level of detail is included in such training. For example, regular users may only need to know when and where to report for duty during contingency operations and if normal duties are affected; system administrators may require additional training on how to set up information systems at alternate processing and storage sites; and managers/senior leaders may receive more specific training on how to conduct mission-essential functions in designated off-site locations and how to establish communications with other entities for purposes of coordination on contingency-related activities. Training for contingency roles/responsibilities reflects the specific continuity requirements in the contingency plan. Related controls: AT-2, AT-3, CP-2, IR-2",X,X,X,X,X,X,X,,P3
CP-4,Contingency Plan Testing and Exercises,Operational,Contingency Plan Testing,"(A)	The organization tests the contingency plan for the information system at least annually for moderate impact systems; at least every three years for low impact systems using organization-defined tests to determine the effectiveness of the plan and the organizational readiness to execute the plan.
(B)	The organization reviews the contingency plan test results.
(C)	The organization initiates corrective actions, if needed.","Methods for testing contingency plans to determine the effectiveness of the plans and to identify potential weaknesses in the plans include, for example, walk-through and tabletop exercises, checklists, simulations (parallel, full interrupt), and comprehensive exercises. Organizations conduct testing based on the continuity requirements in contingency plans and include a determination of the effects on organizational operations, assets, and individuals arising due to contingency operations. Organizations have flexibility and discretion in the breadth, depth, and timelines of corrective actions. Related controls: CP-2, CP-3, IR-3",X,X,X,X,X,X,X,,P3
CP-4(1)	,Contingency Plan Testing and Exercises,Operational,Contingency Plan Testing | Coordinate with Related Plans,"	CONTINGENCY PLAN TESTING | COORDINATE WITH RELATED PLANS
The organization coordinates contingency plan testing with organizational elements responsible for related plans.","Plans related to contingency plans for organizational information systems include, for example, Business Continuity Plans, Disaster Recovery Plans, Continuity of Operations Plans, Business Recovery Plans, Incident Response Plans, and Emergency Action Plans. This control enhancement does not require organizations to create organizational elements to handle related plans or to align such elements with specific plans. It does require, however, that if such organizational elements are responsible for related plans, organizations should coordinate with those elements. Related control: IR-8.",X,X,X,X,X,X,X,,P3
CP-4(2)	,Contingency Plan Testing and Exercises,Operational,Contingency Plan Testing | Alternate Processing Site,"	CONTINGENCY PLAN TESTING | ALTERNATE PROCESSING SITE
(a)	The organization tests the contingency plan at the alternate processing site to familiarize contingency personnel with the facility and available resources; and
(b)	The organization tests the contingency plan at the alternate processing site to evaluate the capabilities of the alternate processing site to support contingency operations.",Related control: CP-7.,X,,,,X,X,X,,P3
CP-6,Alternate Storage Site ,Operational,Alternate Storage Site,"(A)	The organization establishes an alternate storage site including necessary agreements to permit the storage and retrieval of information system backup information.
(B)	The organization ensures that the alternate storage site provides information security safeguards equivalent to that of the primary site.","Alternate storage sites are sites that are geographically distinct from primary storage sites. An alternate storage site maintains duplicate copies of information and data in the event that the primary storage site is not available. Items covered by alternate storage site agreements include, for example, environmental conditions at alternate sites, access rules, physical and environmental protection requirements, and coordination of delivery/retrieval of backup media. Alternate storage sites reflect the requirements in contingency plans so that organizations can maintain essential missions/business functions despite disruption, compromise, or failure in organizational information systems. Related controls: CP-2, CP-7, CP-9, CP-10, MP-4",X,X,X,X,X,X,X,,P3
CP-6(1)	,Alternate Storage Site ,Operational,Alternate Storage Site | Separation from Primary Site,"	ALTERNATE STORAGE SITE | SEPARATION FROM PRIMARY SITE
The organization identifies an alternate storage site that is separated from the primary storage site to reduce susceptibility to the same threats.","Threats that affect alternate storage sites are typically defined in organizational assessments of risk and include, for example, natural disasters, structural failures, hostile cyber-attacks, and errors of omission/commission. Organizations determine what is considered a sufficient degree of separation between primary and alternate storage sites based on the types of threats that are of concern. For one particular type of threat (i.e., hostile cyber-attack), the degree of separation between sites is less relevant. Related control: RA-3.",X,X,X,X,X,X,X,,P3
CP-6(2)	,Alternate Storage Site ,Operational,Alternate Storage Site | Recovery Times / Point Objectives,"	ALTERNATE STORAGE SITE | RECOVERY TIME / POINT OBJECTIVES
The organization configures the alternate storage site to facilitate recovery operations in accordance with recovery time and recovery point objectives. ",,X,,,,X,X,X,,P3
